"Journal Data Filtered By:  Selected Categories: COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;COMPUTER SCIENCE, SOFTWARE ENGINEERING;COMPUTER SCIENCE, THEORY & METHODS;CONSTRUCTION & BUILDING TECHNOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Problems of Information Transmission","PROBL INFORM TRANSM+","0032-9460","1608-3253","COMPUTER SCIENCE, THEORY & METHODS - SCIE","775","1.2","Q3","0.39","0"%,
"ACM Transactions on Economics and Computation","ACM T ECON COMPUT","2167-8375","2167-8383","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","318","1.2","N/A","0.36","0"%,
"International Journal of Data Warehousing and Mining","INT J DATA WAREHOUS","1548-3924","1548-3932","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","285","1.2","Q4","0.35","27.27"%,
"Innovations in Systems and Software Engineering","INNOV SYST SOFTW ENG","1614-5046","1614-5054","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","291","1.2","N/A","0.33","10.06"%,
"International Journal of Modeling Simulation and Scientific Computing","INT J MODEL SIMUL SC","1793-9623","1793-9615","COMPUTER SCIENCE, THEORY & METHODS - ESCI","584","1.2","N/A","0.33","1.03"%,
"DISTRIBUTED AND PARALLEL DATABASES","DISTRIB PARALLEL DAT","0926-8782","1573-7578","COMPUTER SCIENCE, THEORY & METHODS - SCIE","343","1.2","Q3","0.28","17.8"%,
"INTERNATIONAL JOURNAL OF QUANTUM INFORMATION","INT J QUANTUM INF","0219-7499","1793-6918","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,388","1.2","Q3","0.28","3.9"%,
"Journal of Mathematical Cryptology","J MATH CRYPTOL","1862-2976","1862-2984","COMPUTER SCIENCE, THEORY & METHODS - ESCI","283","1.2","N/A","0.26","98.77"%,
"QUEUEING SYSTEMS","QUEUEING SYST","0257-0130","1572-9443","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,413","1.2","Q4","0.25","14.14"%,
"IET Computers and Digital Techniques","IET COMPUT DIGIT TEC","1751-8601","1751-861X","COMPUTER SCIENCE, THEORY & METHODS - SCIE","350","1.2","Q3","0.22","32.94"%,
"International Journal of Sustainable Agricultural Management and Informatics","INT J SUST AGR MANAG","2054-5819","2054-5827","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","104","1.2","N/A","0.22","0"%,
"JOURNAL OF NEW MUSIC RESEARCH","J NEW MUSIC RES","0929-8215","1744-5027","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","514","1.1","Q4","1.55","31.88"%,
"JOURNAL OF FUNCTIONAL PROGRAMMING","J FUNCT PROGRAM","0956-7968","1469-7653","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","382","1.1","Q4","0.4","44.07"%,
"ALGORITHMICA","ALGORITHMICA","0178-4617","1432-0541","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,896","1.1","Q4","0.39","34.22"%,
"SIGMOD RECORD","SIGMOD REC","0163-5808","1943-5835","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,226","1.1","Q4","0.36","0"%,
"COMPUTER ANIMATION AND VIRTUAL WORLDS","COMPUT ANIMAT VIRT W","1546-4261","1546-427X","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","634","1.1","Q4","0.34","6.11"%,
"International Journal of Parallel Emergent and Distributed Systems","INT J PARALLEL EMERG","1744-5760","1744-5779","COMPUTER SCIENCE, THEORY & METHODS - ESCI","342","1.1","N/A","0.32","3.88"%,
"Scalable Computing-Practice and Experience","SCALABLE COMPUT-PRAC","1895-1767","1895-1767","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","273","1.1","N/A","0.31","84.77"%,
"International Journal of Web Services Research","INT J WEB SERV RES","1545-7362","1546-5004","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","137","1.1","Q4","0.29","5.56"%,
"JOURNAL OF COMPUTER AND SYSTEM SCIENCES","J COMPUT SYST SCI","0022-0000","1090-2724","COMPUTER SCIENCE, THEORY & METHODS - SCIE","5,220","1.1","Q4","0.28","23.56"%,
"Theoretical Computer Science","THEOR COMPUT SCI","0304-3975","1879-2294","COMPUTER SCIENCE, THEORY & METHODS - SCIE","10,447","1.1","Q4","0.28","14.51"%,
"International Journal of Masonry Research and Innovation","INT J MASON RES INNO","2056-9459","2056-9467","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","169","1.1","N/A","0.26","0"%,
"Beton- und Stahlbetonbau","BETON- STAHLBETONBAU","0005-9900","1437-1006","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","864","1.1","Q4","0.25","0"%,
"INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY","INT J COMPUT APPL T","0952-8091","1741-5047","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","726","1.1","N/A","0.23","0"%,
"Structural Engineering International","STRUCT ENG INT","1016-8664","1683-0350","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,376","1.1","Q4","0.22","5.06"%,
"International Journal on Artificial Intelligence Tools","INT J ARTIF INTELL T","0218-2130","1793-6349","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","772","1.1","Q4","0.21","2.96"%,
"PRESENCE-Virtual and Augmented Reality","PRESENCE-VIRTUAL AUG","1054-7460","1531-3263","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","3,256","1.1","Q4","0.2","6.25"%,
"PCI JOURNAL","PCI J","0887-9672","0887-9672","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,477","1.1","Q4","0.19","0"%,
"RANDOM STRUCTURES & ALGORITHMS","RANDOM STRUCT ALGOR","1042-9832","1098-2418","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,930","1","Q4","0.54","13.56"%,
"JOURNAL OF COMBINATORIAL OPTIMIZATION","J COMB OPTIM","1382-6905","1573-2886","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,895","1","Q4","0.4","7.81"%,
"FORMAL ASPECTS OF COMPUTING","FORM ASP COMPUT","0934-5043","1433-299X","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","452","1","Q4","0.36","38.71"%,
"Image Processing On Line","IMAGE PROCESS ON LIN","2105-1232","2105-1232","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","741","1","N/A","0.36","97.78"%,
"INFORMATION AND COMPUTATION","INFORM COMPUT","0890-5401","1090-2651","COMPUTER SCIENCE, THEORY & METHODS - SCIE","2,631","1","Q4","0.31","20.5"%,
"JOURNAL OF UNIVERSAL COMPUTER SCIENCE","J UNIVERS COMPUT SCI","0948-695X","0948-6968","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,066","1","Q4","0.3","63.68"%,
"JOURNAL OF UNIVERSAL COMPUTER SCIENCE","J UNIVERS COMPUT SCI","0948-695X","0948-6968","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,066","1","Q4","0.3","63.68"%,
"QUANTUM INFORMATION & COMPUTATION","QUANTUM INF COMPUT","1533-7146","1533-7146","COMPUTER SCIENCE, THEORY & METHODS - SCIE","2,049","1","Q4","0.3","0"%,
"International Journal of Grid and High Performance Computing","INT J GRID HIGH PERF","1938-0259","1938-0267","COMPUTER SCIENCE, THEORY & METHODS - ESCI","130","1","N/A","0.28","9.86"%,
"Applied Ontology","APPL ONTOL","1570-5838","1875-8533","COMPUTER SCIENCE, THEORY & METHODS - SCIE","321","1","Q4","0.27","3.92"%,
"International Journal of Web and Grid Services","INT J WEB GRID SERV","1741-1106","1741-1114","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","456","1","Q4","0.27","0"%,
"Journal of Advances in Information Technology","J ADV INFORM TECHNOL","1798-2340","1798-2340","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","193","1","N/A","0.2","91.43"%,
"Theory of Computing","THEOR COMPUT","1557-2862","1557-2862","COMPUTER SCIENCE, THEORY & METHODS - SCIE","216","1","Q4","0.2","83.67"%,
"PATTERN RECOGNITION AND IMAGE ANALYSIS","PATTERN RECOGN IMAGE","1054-6618","1555-6212","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","614","1","N/A","0.19","0"%,
"Journal of Structural Fire Engineering","J STRUCT FIRE ENG","2040-2317","2040-2317","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","377","1","N/A","0.18","4.21"%,
"Applied Computer Systems","APPL COMPUT SYST","2255-8683","2255-8691","COMPUTER SCIENCE, THEORY & METHODS - ESCI","103","1","N/A","0.17","100"%,
"ACM SIGecom Exchanges","ACM SIGECOM EXCH","1551-9031","1551-9031","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","147","1","N/A","0.15","0"%,
"Nordic Concrete Research","NORD CONCR RES","0800-6377","2545-2819","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","154","1","N/A","0.13","100"%,
"Journal of Logical and Algebraic Methods in Programming","J LOG ALGEBR METHODS","2352-2208","2352-2216","COMPUTER SCIENCE, THEORY & METHODS - SCIE","351","0.9","Q4","0.94","28.67"%,
"COMBINATORICS PROBABILITY & COMPUTING","COMB PROBAB COMPUT","0963-5483","1469-2163","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,282","0.9","Q4","0.52","24.26"%,
"Advances in Mathematics of Communications","ADV MATH COMMUN","1930-5346","1930-5338","COMPUTER SCIENCE, THEORY & METHODS - SCIE","668","0.9","Q4","0.36","98.97"%,
"ACM Transactions on Modeling and Computer Simulation","ACM T MODEL COMPUT S","1049-3301","1558-1195","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","781","0.9","Q4","0.31","1.39"%,
"INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING","INT J SOFTW ENG KNOW","0218-1940","1793-6403","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","699","0.9","Q4","0.27","4.05"%,
"International Journal of Multimedia Data Engineering & Management","INT J MULTIMED DATA","1947-8534","1947-8542","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","62","0.9","N/A","0.24","0"%,
"CCF Transactions on High Performance Computing","CCF T HIGH PERFORM C","2524-4922","2524-4930","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","92","0.9","N/A","0.18","6.93"%,
"CCF Transactions on High Performance Computing","CCF T HIGH PERFORM C","2524-4922","2524-4930","COMPUTER SCIENCE, THEORY & METHODS - ESCI","92","0.9","N/A","0.18","6.93"%,
"International Journal of Advanced Computer Science and Applications","INT J ADV COMPUT SC","2158-107X","2156-5570","COMPUTER SCIENCE, THEORY & METHODS - ESCI","6,678","0.9","N/A","0.17","0.98"%,
"Journal of Algorithms & Computational Technology","J ALGORITHMS COMPUT","1748-3018","1748-3026","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","340","0.9","N/A","0.17","100"%,
"Vietnam Journal of Computer Science","VIETNAM J COMPUT SCI","2196-8888","2196-8896","COMPUTER SCIENCE, THEORY & METHODS - ESCI","202","0.9","N/A","0.17","100"%,
"Journal of Construction in Developing Countries","J CONSTR DEV CTRIES","1823-6499","1985-8329","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","318","0.9","N/A","0.16","100"%,
"Journal of Information Technology Research","J INF TECHNOL RES","1938-7857","1938-7865","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","164","0.9","N/A","0.16","40.18"%,
"Scientific Annals of Computer Science","SCI ANN COMPUT SCI","1843-8121","1843-8121","COMPUTER SCIENCE, THEORY & METHODS - ESCI","41","0.9","N/A","0.15","100"%,
"FUNDAMENTA INFORMATICAE","FUND INFORM","0169-2968","1875-8681","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,975","0.8","Q4","0.47","0.8"%,
"DISCRETE & COMPUTATIONAL GEOMETRY","DISCRETE COMPUT GEOM","0179-5376","1432-0444","COMPUTER SCIENCE, THEORY & METHODS - SCIE","2,696","0.8","Q4","0.45","26.85"%,
"International Journal of Computer Mathematics- Computer Systems Theory","INT J COMPUT MATH-CO","2379-9927","2379-9935","COMPUTER SCIENCE, THEORY & METHODS - ESCI","67","0.8","N/A","0.36","0"%,
"FORMAL METHODS IN SYSTEM DESIGN","FORM METHOD SYST DES","0925-9856","1572-8102","COMPUTER SCIENCE, THEORY & METHODS - SCIE","563","0.8","Q4","0.32","41.07"%,
"Journal of Object Technology","J OBJECT TECHNOL","1660-1769","N/A","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","277","0.8","N/A","0.28","82.72"%,
"International Journal of Information Security and Privacy","INT J INF SECUR PRIV","1930-1650","1930-1669","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","207","0.8","N/A","0.25","2.99"%,
"e-Informatica Software Engineering Journal","E-INFORMATICA","1897-7979","2084-4840","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","61","0.8","N/A","0.24","82.61"%,
"Journal of Web Engineering","J WEB ENG","1540-9589","1544-5976","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","283","0.8","Q4","0.2","0.41"%,
"Journal of Web Engineering","J WEB ENG","1540-9589","1544-5976","COMPUTER SCIENCE, THEORY & METHODS - SCIE","283","0.8","Q4","0.2","0.41"%,
"INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE","INT J FOUND COMPUT S","0129-0541","1793-6373","COMPUTER SCIENCE, THEORY & METHODS - SCIE","686","0.8","Q4","0.18","1.07"%,
"ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION","ENG J AISC","0013-8029","0013-8029","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","597","0.8","Q4","0.11","0"%,
"ASHRAE JOURNAL","ASHRAE J","0001-2491","1943-6637","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","850","0.8","Q4","0.09","0"%,
"JOURNAL OF LOGIC AND COMPUTATION","J LOGIC COMPUT","0955-792X","1465-363X","COMPUTER SCIENCE, THEORY & METHODS - SCIE","858","0.7","Q4","0.53","8.43"%,
"JOURNAL OF SYMBOLIC COMPUTATION","J SYMB COMPUT","0747-7171","1095-855X","COMPUTER SCIENCE, THEORY & METHODS - SCIE","2,150","0.7","Q4","0.35","18"%,
"DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE","DISCRETE MATH THEOR","1462-7264","1365-8050","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","543","0.7","Q4","0.32","0"%,
"COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING","COMPEL","0332-1649","0332-1649","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,067","0.7","Q4","0.24","4.26"%,
"APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING","APPL ALGEBR ENG COMM","0938-1279","1432-0622","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","571","0.7","Q4","0.23","10.53"%,
"APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING","APPL ALGEBR ENG COMM","0938-1279","1432-0622","COMPUTER SCIENCE, THEORY & METHODS - SCIE","571","0.7","Q4","0.23","10.53"%,
"IEEE ANNALS OF THE HISTORY OF COMPUTING","IEEE ANN HIST COMPUT","1058-6180","1934-1547","COMPUTER SCIENCE, THEORY & METHODS - SCIE","366","0.7","Q4","0.21","3.03"%,
"IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS","IEICE T INF SYST","0916-8532","1745-1361","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,591","0.7","Q4","0.21","99.51"%,
"PROGRAMMING AND COMPUTER SOFTWARE","PROGRAM COMPUT SOFT+","0361-7688","1608-3261","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","338","0.7","Q4","0.2","0"%,
"ACM Transactions on Computation Theory","ACM T COMPUT THEORY","1942-3454","1942-3462","COMPUTER SCIENCE, THEORY & METHODS - ESCI","242","0.7","N/A","0.18","0"%,
"Baltic Journal of Modern Computing","BALT J MOD COMPUT","2255-8942","2255-8950","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","214","0.7","N/A","0.18","100"%,
"International Journal of Digital Crime and Forensics","INT J DIGIT CRIME FO","1941-6210","1941-6229","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","160","0.7","N/A","0.18","74.16"%,
"International Journal of Embedded and Real-Time Communication Systems (IJERTCS)","INT J EMBED REAL-TIM","1947-3176","1947-3184","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","64","0.7","N/A","0.17","9.62"%,
"Multiagent and Grid Systems","MULTIAGENT GRID SYST","1574-1702","1875-9076","COMPUTER SCIENCE, THEORY & METHODS - ESCI","146","0.7","N/A","0.15","0"%,
"Cement Wapno Beton","CEM WAPNO BETON","1425-8129","N/A","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","272","0.7","Q4","0.12","0"%,
"JOURNAL OF INTERCONNECTION NETWORKS","J INTERCONNECT NETW","0219-2659","1793-6713","COMPUTER SCIENCE, THEORY & METHODS - ESCI","169","0.7","N/A","0.12","0"%,
"Revista Romana de Materiale-Romanian Journal of Materials","REV ROM MATER","1583-3186","N/A","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","342","0.7","Q4","0.11","0"%,
"Logical Methods in Computer Science","LOG METH COMPUT SCI","1860-5974","1860-5974","COMPUTER SCIENCE, THEORY & METHODS - SCIE","749","0.6","Q4","0.48","52.71"%,
"CRYPTOLOGIA","CRYPTOLOGIA","0161-1194","1558-1586","COMPUTER SCIENCE, THEORY & METHODS - SCIE","319","0.6","Q4","0.36","10.2"%,
"RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS","RAIRO-THEOR INF APPL","0988-3754","2804-7346","COMPUTER SCIENCE, THEORY & METHODS - SCIE","264","0.6","Q4","0.2","74.07"%,
"International Journal of Software Innovation","INT J SOFTW INNOV","2166-7160","2166-7179","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","91","0.6","N/A","0.18","0.88"%,
"Bauingenieur","BAUINGENIEUR-GERMANY","0005-6650","1436-4867","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","364","0.6","Q4","0.15","0"%,
"Journal of Information and Organizational Sciences","J INF ORGAN SCI","1846-3312","1846-9418","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","130","0.6","N/A","0.13","73.68"%,
"Bridge Structures","BRIDG STRUCT","1573-2487","1744-8999","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","118","0.6","N/A","0.12","0"%,
"JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL","J COMPUT SYS SC INT+","1064-2307","1555-6530","COMPUTER SCIENCE, THEORY & METHODS - SCIE","467","0.6","Q4","0.11","0"%,
"Malaysian Journal of Computer Science","MALAYS J COMPUT SCI","0127-9084","0127-9084","COMPUTER SCIENCE, THEORY & METHODS - SCIE","221","0.6","Q4","0.1","0"%,
"International Journal of Arts and Technology","INT J ARTS TECHNOL","1754-8853","1754-8861","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","102","0.6","N/A","0.09","0"%,
"Informes de la Construccion","INF CONSTR","0020-0883","1988-3234","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","376","0.6","Q4","0.08","91.78"%,
"ACM Transactions on Computational Logic","ACM T COMPUT LOG","1529-3785","1557-945X","COMPUTER SCIENCE, THEORY & METHODS - SCIE","456","0.5","Q4","0.64","0"%,
"THEORY OF COMPUTING SYSTEMS","THEOR COMPUT SYST","1432-4350","1433-0490","COMPUTER SCIENCE, THEORY & METHODS - SCIE","878","0.5","Q4","0.37","26.74"%,
"MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE","MATH STRUCT COMP SCI","0960-1295","1469-8072","COMPUTER SCIENCE, THEORY & METHODS - SCIE","638","0.5","Q4","0.2","36.44"%,
"ACCESS-Access to science business innovation in the digital economy","ACCESS-ACCESS SCI BU","N/A","2683-1007","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","26","0.5","N/A","0.15","96.49"%,
"Roads and Bridges-Drogi i Mosty","ROADS BRIDGES","1643-1618","2449-769X","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","135","0.5","N/A","0.15","0"%,
"Computer Science-AGH","COMPUT SCI-AGH","1508-2806","2300-7036","COMPUTER SCIENCE, THEORY & METHODS - ESCI","96","0.5","N/A","0.11","98.57"%,
"International Journal of Sustainable Construction Engineering and Technology","INT J SUSTAIN CONSTR","2180-3242","2180-3242","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","310","0.5","N/A","0.09","73.61"%,
"Romanian Journal of Information Technology and Automatic Control-Revista Romana de Informatica si Automatica","ROM J INF TECH AUT C","1220-1758","1841-4303","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","58","0.5","N/A","0.09","99.15"%,
"Foundations and Trends in Programming Languages","FOUND TRENDS PROGRAM","2325-1107","2325-1131","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","66","0.4","N/A","0.19","83.33"%,
"ICGA JOURNAL","ICGA J","1389-6911","2468-2438","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","103","0.4","Q4","0.12","4.17"%,
"Parallel Processing Letters","PARALLEL PROCESS LET","0129-6264","1793-642X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","237","0.4","N/A","0.07","1.54"%,
"3C Tic","3C TIC","2254-6529","2254-6529","COMPUTER SCIENCE, THEORY & METHODS - ESCI","35","0.4","N/A","0.06","98.59"%,
"Journal of Cellular Automata","J CELL AUTOM","1557-5969","1557-5977","COMPUTER SCIENCE, THEORY & METHODS - SCIE","121","0.3","Q4","0.11","0"%,
"Computer Science Journal of Moldova","COMPUT SCI J MOLD","1561-4042","1561-4042","COMPUTER SCIENCE, THEORY & METHODS - ESCI","103","0.3","N/A","0.1","21.88"%,
"Acta Universitatis Sapientiae Informatica","ACTA U SAPIEN INFORM","1844-6086","2066-7760","COMPUTER SCIENCE, THEORY & METHODS - ESCI","81","0.3","N/A","0.09","100"%,
"Bauphysik","BAUPHYSIK","0171-5445","1437-0980","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","147","0.3","Q4","0.08","0"%,
"Revista Ingenieria de Construccion","REV ING CONSTR","0716-2952","0718-5073","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","181","0.3","N/A","0.08","39.42"%,
"International Journal of Next-Generation Computing","INT J NEXT-GENER COM","2229-4678","0976-5034","COMPUTER SCIENCE, THEORY & METHODS - ESCI","107","0.3","N/A","0.03","0.47"%,
"Stahlbau","STAHLBAU","0038-9145","1437-1049","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","498","0.2","Q4","0.08","0"%,
"Revista Brasileira de Computacao Aplicada","REV BRAS COMPUT APL","2176-6649","2176-6649","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","39","0.2","N/A","0.03","95.45"%,
"Russian Journal of Building Construction and Architecture","RUSS J BUILD CONSTR","2542-0526","2542-0526","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","22","0.2","N/A","0.03","90.38"%,
"IADIS-International Journal on Computer Science and Information Systems","IADIS-INT J COMPUT S","1646-3692","1646-3692","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","50","0.2","N/A","0.02","0"%,
"Mauerwerk","MAUERWERK","1432-3427","1437-1022","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","69","0.1","N/A","0.05","0"%,
"ERCIM News","ERCIM NEWS","0926-4981","1564-0094","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","112","0.1","N/A","0.03","0"%,
"Masonry Society Journal","MASON SOC J","0741-1294","0741-1294","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","32","0.1","N/A","0.03","0"%,
"ZKG INTERNATIONAL","ZKG INT","2366-1313","N/A","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","148","0.1","Q4","0.02","0"%,
"Foundations and Trends in Theoretical Computer Science","FOUND TRENDS THEOR C","1551-305X","1551-3068","COMPUTER SCIENCE, THEORY & METHODS - ESCI","839","<0.1","N/A","0.55","100"%,
"Internetworking Indonesia","INTERNETWORKING INDO","1942-9703","1942-9703","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","35","<0.1","N/A","0.04","0"%,
"Bulletin of the European Association for Theoretical Computer Science","BULL EUR ASSOC THEOR","0252-9742","0252-9742","COMPUTER SCIENCE, THEORY & METHODS - ESCI","97","<0.1","N/A","0.03","0"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
