"Journal Data Filtered By:  Selected Categories: ENGINEERING, AEROSPACE;ENGINEERING, BIOMEDICAL;ENGINEERING, CHEMICAL;ENGINEERING, CIVIL Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN","SOLVENT EXTR RES DEV","1341-7215","1341-7215","ENGINEERING, CHEMICAL - SCIE","208","0.7","Q4","0.11","83.33"%,
"Solid Fuel Chemistry","SOLID FUEL CHEM+","0361-5219","1934-8029","ENGINEERING, CHEMICAL - SCIE","549","0.7","Q4","0.1","4.1"%,
"COSMIC RESEARCH","COSMIC RES+","0010-9525","1608-3075","ENGINEERING, AEROSPACE - SCIE","608","0.6","Q4","0.16","5.45"%,
"Bauingenieur","BAUINGENIEUR-GERMANY","0005-6650","1436-4867","ENGINEERING, CIVIL - SCIE","364","0.6","Q4","0.15","0"%,
"Journal of Aeronautics Astronautics and Aviation","J AERONAUT ASTRONAUT","1990-7710","1990-7710","ENGINEERING, AEROSPACE - ESCI","131","0.6","N/A","0.15","0"%,
"International Journal of Oil Gas and Coal Technology","INT J OIL GAS COAL T","1753-3309","1753-3317","ENGINEERING, CHEMICAL - SCIE","490","0.6","Q4","0.14","0"%,
"Electronic Journal of Structural Engineering","ELECTRON J STRUCT EN","1443-9255","1443-9255","ENGINEERING, CIVIL - ESCI","283","0.6","N/A","0.13","78.05"%,
"IEEE Pulse","IEEE PULSE","2154-2287","2154-2317","ENGINEERING, BIOMEDICAL - SCIE","422","0.6","Q4","0.12","0"%,
"CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS","CHEM TECH FUELS OIL+","0009-3092","1573-8310","ENGINEERING, CHEMICAL - SCIE","776","0.6","Q4","0.11","0"%,
"Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa","CHEM PROCESS ENG-INZ","0208-6425","2300-1925","ENGINEERING, CHEMICAL - SCIE","317","0.6","Q4","0.09","43.82"%,
"Journal of Aerospace Technology and Management","J AEROSP TECHNOL MAN","1984-9648","2175-9146","ENGINEERING, AEROSPACE - ESCI","581","0.5","N/A","0.2","94.07"%,
"Thermophysics and Aeromechanics","THERMOPHYS AEROMECH+","0869-8643","1531-8699","ENGINEERING, AEROSPACE - SCIE","628","0.5","Q4","0.18","0"%,
"Ingenieria del Agua","ING AGUA","1134-2196","1886-4996","ENGINEERING, CIVIL - ESCI","106","0.5","N/A","0.15","86.44"%,
"Architecture Civil Engineering Environment","ARCHIT CIV ENG ENVIR","1899-0142","2720-6947","ENGINEERING, CIVIL - ESCI","231","0.5","N/A","0.13","80.83"%,
"INDIAN JOURNAL OF CHEMICAL TECHNOLOGY","INDIAN J CHEM TECHN","0971-457X","0975-0991","ENGINEERING, CHEMICAL - SCIE","906","0.5","Q4","0.08","0"%,
"PRZEMYSL CHEMICZNY","PRZEM CHEM","0033-2496","0033-2496","ENGINEERING, CHEMICAL - SCIE","909","0.5","Q4","0.07","0"%,
"Applied Chemistry for Engineering","APPL CHEM ENG","1225-0112","1228-4505","ENGINEERING, CHEMICAL - ESCI","394","0.5","N/A","0.06","0"%,
"Science and Technology of Energetic Materials","SCI TECHNOL ENERG MA","1347-9466","N/A","ENGINEERING, CHEMICAL - SCIE","174","0.5","Q4","0.06","0"%,
"Proceedings of the Institution of Civil Engineers-Engineering History and Heritage","P I CIV ENG-ENG HIST","1757-9430","1757-9449","ENGINEERING, CIVIL - ESCI","67","0.4","N/A","0.18","0"%,
"SAE International Journal of Aerospace","SAE INT J AEROSP","1946-3855","1946-3901","ENGINEERING, AEROSPACE - ESCI","260","0.4","N/A","0.16","0"%,
"Slovak Journal of Civil Engineering","SLOVAK J CIV ENG","1210-3896","1338-3973","ENGINEERING, CIVIL - ESCI","149","0.4","N/A","0.12","98.85"%,
"Journal of Hard Tissue Biology","J HARD TISSUE BIOL","1341-7649","1341-7649","ENGINEERING, BIOMEDICAL - SCIE","280","0.4","Q4","0.11","22.58"%,
"Journal of the South African Institution of Civil Engineering","J S AFR INST CIV ENG","1021-2019","N/A","ENGINEERING, CIVIL - SCIE","325","0.4","Q4","0.1","100"%,
"Korean Chemical Engineering Research","KOREAN CHEM ENG RES","0304-128X","2233-9558","ENGINEERING, CHEMICAL - ESCI","403","0.4","N/A","0.08","0"%,
"Tecnologia y Ciencias del Agua","TECNOL CIENC AGUA","0187-8336","2007-2422","ENGINEERING, CIVIL - SCIE","366","0.4","Q4","0.08","100"%,
"COKE AND CHEMISTRY","COKE CHEM","1068-364X","1934-8398","ENGINEERING, CHEMICAL - ESCI","375","0.4","N/A","0.07","0"%,
"Gradevnski Materijiali I Konstrukcije-Building Materials and Structures","GRADEV MATER KONSTR","2217-8139","2217-8139","ENGINEERING, CIVIL - ESCI","34","0.4","N/A","0.06","100"%,
"CHEMICAL ENGINEERING PROGRESS","CHEM ENG PROG","0360-7275","1945-0710","ENGINEERING, CHEMICAL - SCIE","1,965","0.4","Q4","0.05","0"%,
"KAGAKU KOGAKU RONBUNSHU","KAGAKU KOGAKU RONBUN","0386-216X","N/A","ENGINEERING, CHEMICAL - SCIE","336","0.4","Q4","0.05","0"%,
"KGK-Kautschuk Gummi Kunststoffe","KGK-KAUT GUMMI KUNST","0948-3276","0948-3276","ENGINEERING, CHEMICAL - SCIE","466","0.4","Q4","0.05","0"%,
"International Journal of Sustainable Aviation","INT J SUST AVIAT","2050-0467","2050-0475","ENGINEERING, AEROSPACE - ESCI","102","0.3","N/A","0.17","0"%,
"ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS","ITE J","0162-8178","N/A","ENGINEERING, CIVIL - SCIE","449","0.3","Q4","0.12","0"%,
"Civil Engineering Journal-Stavebni Obzor","CIV ENG J-STAVEB OBZ","1210-4027","1805-2576","ENGINEERING, CIVIL - ESCI","117","0.3","N/A","0.09","92.49"%,
"Aerospace Research in Bulgaria","AEROSP RES BULG","1313-0927","2367-9522","ENGINEERING, AEROSPACE - ESCI","32","0.3","N/A","0.08","31.48"%,
"BIOMEDICAL ENGINEERING-MEDITSINSKAYA TEKNIKA","BIOMED ENG-MEDIT TEK","0006-3398","1573-8256","ENGINEERING, BIOMEDICAL - ESCI","114","0.3","N/A","0.08","0"%,
"CHEMICAL AND PETROLEUM ENGINEERING","CHEM PETROL ENG+","0009-2355","1573-8329","ENGINEERING, CHEMICAL - ESCI","419","0.3","N/A","0.05","0"%,
"GEFAHRSTOFFE REINHALTUNG DER LUFT","GEFAHRST REINHALT L","0949-8036","1436-4891","ENGINEERING, CIVIL - SCIE","154","0.3","Q4","0.05","0"%,
"Journal of the Korean Society for Aeronautical and Space Sciences","J KOREAN SOC AERONA","1225-1348","2287-6871","ENGINEERING, AEROSPACE - ESCI","233","0.2","N/A","0.09","0"%,
"NAVAL ENGINEERS JOURNAL","NAV ENG J","0028-1425","1559-3584","ENGINEERING, CIVIL - SCIE","318","0.2","Q4","0.09","0"%,
"International Journal of Space Science and Engineering","INT J SPACE SCI ENG","2048-8459","2048-8467","ENGINEERING, AEROSPACE - ESCI","36","0.2","N/A","0.08","0"%,
"Stahlbau","STAHLBAU","0038-9145","1437-1049","ENGINEERING, CIVIL - SCIE","498","0.2","Q4","0.08","0"%,
"Electronic Journal of the Faculty of Civil Engineering Osijek-e-GFOS","ELECTRON J FAC CIV E","N/A","1847-8948","ENGINEERING, CIVIL - ESCI","43","0.2","N/A","0.07","100"%,
"Hungarian Journal of Industry and Chemistry","HUNG J IND CHEM","0133-0276","0133-0276","ENGINEERING, CHEMICAL - ESCI","90","0.2","N/A","0.04","100"%,
"Processes of Petrochemistry and Oil Refining","PROCESS PETROCHEM OI","1726-4685","2519-2876","ENGINEERING, CHEMICAL - ESCI","82","0.2","N/A","0.03","0"%,
"AATCC REVIEW","AATCC REV","1532-8813","1532-8813","ENGINEERING, CHEMICAL - SCIE","150","0.2","Q4","0","0"%,
"Hormigon y Acero","HORMIG ACERO","0439-5689","2605-1729","ENGINEERING, CIVIL - ESCI","66","0.1","N/A","0.04","70.51"%,
"International Journal of Bridge Engineering","INT J BRIDGE ENG","2241-7443","2241-7443","ENGINEERING, CIVIL - ESCI","28","0.1","N/A","0.03","0"%,
"Romanian Journal of Transport Infrastructure","ROM J TRANSP INFRAST","2286-2218","2286-2218","ENGINEERING, CIVIL - ESCI","20","0.1","N/A","0.03","100"%,
"AEROSPACE AMERICA","AEROSPACE AM","0740-722X","0740-722X","ENGINEERING, AEROSPACE - SCIE","45","0.1","Q4","0.01","0"%,
"Gallerie e Grandi Opere Sotterranee","GALLERIE GD OPER SOT","0393-1641","N/A","ENGINEERING, CIVIL - ESCI","8","<0.1","N/A","0.02","0"%,
"SURFACE COATINGS INTERNATIONAL","SURF COAT INT","1754-0925","N/A","ENGINEERING, CHEMICAL - SCIE","145","<0.1","Q4","0.01","0"%,
"Journal of the Pakistan Institute of Chemical Engineers","J PAK INT CHEM ENG","1813-4092","1813-4092","ENGINEERING, CHEMICAL - ESCI","11","<0.1","N/A","0","0"%,
"Bioinspired Biomimetic and Nanobiomaterials","BIOINSPIR BIOMIM NAN","2045-9858","2045-9866","ENGINEERING, BIOMEDICAL - SCIE","427","N/A","N/A","0.47","3.39"%,
"Advances in Civil and Architectural Engineering","ADV CIV ARCHIT ENG","2975-3848","N/A","ENGINEERING, CIVIL - ESCI","2","N/A","N/A","N/A","100"%,
"Science and Technology for Energy Transition","SCI TECHNOL ENERG TR","N/A","2804-7699","ENGINEERING, CHEMICAL - SCIE","5","N/A","N/A","N/A","90.91"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
